800, 5531444
900, 1622398
1000, 1818179
1300, 1373057
1100, 1617458
3100, 31847
3500, 17591
1800, 712536
2700, 102443
2400, 263340
2500, 185617
2800, 68060
2200, 337187
2100, 366457
1500, 1225906
1700, 980951
1900, 648723
1600, 1150061
2000, 548701
2300, 231413
1200, 1531930
2600, 123240
1400, 1282343
3200, 33372
2900, 61130
3000, 42528
3300, 21389
3400, 14169
